ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,absLFC,ENSG_base
ENSG00000013810.20,1487.324633,2.028887831,0.198500871,2.09e-25,1.41e-23,TACC3,2.028887831,ENSG00000013810
ENSG00000091651.9,267.5636059,2.461901702,0.241373216,2.21e-25,1.49e-23,ORC6,2.461901702,ENSG00000091651
ENSG00000232021.7,15.82038543,2.825437321,0.27587515,2.3599999999999997e-25,1.5899999999999998e-23,LEF1-AS1,2.825437321,ENSG00000232021
ENSG00000109674.4,110.4723253,3.223840815,0.317185468,2.61e-25,1.75e-23,NEIL3,3.223840815,ENSG00000109674
ENSG00000177542.11,1290.376728,1.613656508,0.157141813,2.69e-25,1.81e-23,SLC25A22,1.613656508,ENSG00000177542
ENSG00000198937.9,597.639651,1.739418206,0.170404933,2.83e-25,1.88e-23,CCDC167,1.739418206,ENSG00000198937
ENSG00000079616.13,2196.281335,1.540698887,0.150746732,3.25e-25,2.1499999999999997e-23,KIF22,1.540698887,ENSG00000079616
ENSG00000072571.20,393.0543162,2.701741767,0.266260406,3.4899999999999998e-25,2.2999999999999998e-23,HMMR,2.701741767,ENSG00000072571
ENSG00000164287.13,293.7621822,7.380014662,0.733981173,3.51e-25,2.3099999999999999e-23,CDC20B,7.380014662,ENSG00000164287
ENSG00000122966.17,786.8421483,1.884374308,0.185060302,3.57e-25,2.3499999999999997e-23,CIT,1.884374308,ENSG00000122966
ENSG00000101057.16,1763.725111,3.518831473,0.348296339,4.12e-25,2.68e-23,MYBL2,3.518831473,ENSG00000101057
ENSG00000129173.13,196.2708512,1.227652908,0.307244282,4.54e-25,2.94e-23,E2F8,1.227652908,ENSG00000129173
ENSG00000186185.14,324.408604,3.11102888,0.308286463,5.12e-25,3.2999999999999996e-23,KIF18B,3.11102888,ENSG00000186185
ENSG00000178966.17,952.1881786,1.345065423,0.131986216,5.42e-25,3.48e-23,RMI1,1.345065423,ENSG00000178966
ENSG00000144045.14,96.79678259,4.580716709,0.455730369,6.36e-25,4.0799999999999996e-23,DQX1,4.580716709,ENSG00000144045
ENSG00000143748.18,1915.075799,1.467801494,0.143700653,6.71e-25,4.2899999999999994e-23,NVL,1.467801494,ENSG00000143748
ENSG00000109805.10,452.9020848,2.591626917,0.257086143,7.35e-25,4.6899999999999994e-23,NCAPG,2.591626917,ENSG00000109805
ENSG00000145386.11,661.8026154,2.716162625,0.270114511,8.53e-25,5.389999999999999e-23,CCNA2,2.716162625,ENSG00000145386
ENSG00000154252.12,53.05897767,5.942958129,0.596258255,9.54e-25,5.99e-23,GAL3ST2,5.942958129,ENSG00000154252
ENSG00000188483.8,450.5262316,1.9538091,0.193847616,9.83e-25,6.16e-23,IER5L,1.9538091,ENSG00000188483
ENSG00000143373.18,2971.467651,1.047019759,0.102791859,1.1399999999999999e-24,7.099999999999999e-23,ZNF687,1.047019759,ENSG00000143373
ENSG00000198331.11,483.8174056,1.367696988,0.135135468,1.25e-24,7.769999999999999e-23,HYLS1,1.367696988,ENSG00000198331
ENSG00000197275.14,106.6119648,2.128068974,0.212639656,1.73e-24,1.06e-22,RAD54B,2.128068974,ENSG00000197275
ENSG00000105388.16,1152.454821,5.892492425,0.593348887,1.7599999999999998e-24,1.08e-22,CEACAM5,5.892492425,ENSG00000105388
ENSG00000006118.15,4003.440229,2.530921629,0.253638679,1.99e-24,1.22e-22,TMEM132A,2.530921629,ENSG00000006118
ENSG00000163993.7,1455.674911,4.862585815,0.490457846,2.25e-24,1.36e-22,S100P,4.862585815,ENSG00000163993
ENSG00000182492.16,30590.58082,2.528568729,0.25423347,2.2799999999999998e-24,1.3800000000000001e-22,BGN,2.528568729,ENSG00000182492
ENSG00000177234.7,15.92847872,4.98943382,0.504587538,2.5399999999999998e-24,1.52e-22,LINC01561,4.98943382,ENSG00000177234
ENSG00000264269.1,11.26846336,3.403363989,0.342655484,3.9299999999999995e-24,2.3e-22,AC016866.1,3.403363989,ENSG00000264269
ENSG00000137825.11,65.03507426,3.941036436,0.399218064,4.0399999999999996e-24,2.35e-22,ITPKA,3.941036436,ENSG00000137825
ENSG00000141570.11,579.7165748,1.943610301,0.195409141,4.2099999999999995e-24,2.44e-22,CBX8,1.943610301,ENSG00000141570
ENSG00000160345.13,355.4379538,2.266457536,0.228661509,4.33e-24,2.5000000000000002e-22,C9orf116,2.266457536,ENSG00000160345
ENSG00000120334.15,454.9950212,1.295478487,0.129587303,4.44e-24,2.5600000000000003e-22,CENPL,1.295478487,ENSG00000120334
ENSG00000131153.9,834.1349534,2.297397726,0.232218315,4.7e-24,2.7e-22,GINS2,2.297397726,ENSG00000131153
ENSG00000065600.13,507.7607348,1.145868165,0.11449638,4.94e-24,2.83e-22,PACC1,1.145868165,ENSG00000065600
ENSG00000143493.13,2195.092566,1.334648277,0.133812143,5.7899999999999994e-24,3.29e-22,INTS7,1.334648277,ENSG00000143493
ENSG00000129195.16,212.3745737,2.920824513,0.296403772,5.9199999999999994e-24,3.3700000000000003e-22,PIMREG,2.920824513,ENSG00000129195
ENSG00000185480.12,201.03127,1.551622057,0.156055313,5.94e-24,3.3700000000000003e-22,PARPBP,1.551622057,ENSG00000185480
ENSG00000160877.6,3816.423218,1.53526963,0.154195674,6.0299999999999995e-24,3.42e-22,NACC1,1.53526963,ENSG00000160877
ENSG00000196976.7,1028.376034,1.878037762,0.189534035,6.199999999999999e-24,3.51e-22,LAGE3,1.878037762,ENSG00000196976
ENSG00000223808.1,398.1851065,6.981350265,0.712553678,6.779999999999999e-24,3.8300000000000002e-22,AC044784.1,6.981350265,ENSG00000223808
ENSG00000285637.2,46.69497513,5.119239881,0.521121082,7.87e-24,4.43e-22,AL161449.2,5.119239881,ENSG00000285637
ENSG00000170369.4,78.98295986,4.592358804,0.469905128,8.31e-24,4.67e-22,CST2,4.592358804,ENSG00000170369
ENSG00000135127.11,949.5305104,2.818317886,0.288422369,1.2499999999999999e-23,6.92e-22,BICDL1,2.818317886,ENSG00000135127
ENSG00000259807.2,85.95829719,2.370782084,0.241946615,1.32e-23,7.32e-22,AC009093.1,2.370782084,ENSG00000259807
ENSG00000182004.13,3217.747367,1.186284647,0.119951036,1.7199999999999998e-23,9.45e-22,SNRPE,1.186284647,ENSG00000182004
ENSG00000145681.11,127.1941055,6.397801504,0.506490083,1.8199999999999997e-23,9.95e-22,HAPLN1,6.397801504,ENSG00000145681
ENSG00000065328.17,359.4544495,2.541066621,0.260703988,2.0199999999999997e-23,1.1e-21,MCM10,2.541066621,ENSG00000065328
ENSG00000037241.7,830.2560764,1.037977524,0.105055958,2.0499999999999999e-23,1.1200000000000002e-21,RPL26L1,1.037977524,ENSG00000037241
ENSG00000124243.17,1548.508277,2.599858209,0.267301919,2.3699999999999998e-23,1.29e-21,BCAS4,2.599858209,ENSG00000124243
ENSG00000254986.7,2356.561163,2.048681277,0.149017084,2.74e-23,1.4700000000000001e-21,DPP3,2.048681277,ENSG00000254986
ENSG00000103550.14,1201.012607,1.331303423,0.13580237,3.1299999999999994e-23,1.6700000000000002e-21,KNOP1,1.331303423,ENSG00000103550
ENSG00000104522.16,4286.129149,1.755427406,0.180198391,3.2699999999999995e-23,1.75e-21,GFUS,1.755427406,ENSG00000104522
ENSG00000127561.15,162.5224149,3.787348732,0.392366481,3.5299999999999995e-23,1.88e-21,SYNGR3,3.787348732,ENSG00000127561
ENSG00000101255.11,1932.739987,1.94484906,0.199964451,3.73e-23,1.98e-21,TRIB3,1.94484906,ENSG00000101255
ENSG00000158373.8,1807.803171,2.778586944,0.287374687,4.2799999999999993e-23,2.2400000000000003e-21,H2BC5,2.778586944,ENSG00000158373
ENSG00000167619.13,74.16442922,2.964209463,0.30764948,4.7299999999999996e-23,2.4700000000000002e-21,TMEM145,2.964209463,ENSG00000167619
ENSG00000142731.11,464.8885083,1.873142709,0.193251551,5.2499999999999996e-23,2.73e-21,PLK4,1.873142709,ENSG00000142731
ENSG00000136811.16,3225.296857,1.283411292,0.130685789,5.81e-23,3.0000000000000003e-21,ODF2,1.283411292,ENSG00000136811
ENSG00000267013.6,101.0703807,4.095635003,0.427857237,6.12e-23,3.1600000000000003e-21,LINC01929,4.095635003,ENSG00000267013
ENSG00000154473.18,7053.501298,1.25702274,0.128212372,6.259999999999999e-23,3.2200000000000003e-21,BUB3,1.25702274,ENSG00000154473
ENSG00000180035.13,906.7062031,1.237734103,0.126971878,6.299999999999999e-23,3.2400000000000004e-21,ZNF48,1.237734103,ENSG00000180035
ENSG00000131944.10,247.1555217,1.081237526,0.110780913,6.76e-23,3.47e-21,FAAP24,1.081237526,ENSG00000131944
ENSG00000124507.11,152.9018801,2.637460571,0.27503997,8.839999999999999e-23,4.5000000000000004e-21,PACSIN1,2.637460571,ENSG00000124507
ENSG00000169248.13,548.1882692,3.767895587,0.394327725,8.969999999999999e-23,4.5500000000000006e-21,CXCL11,3.767895587,ENSG00000169248
ENSG00000270977.2,35.77476201,3.761848336,0.393022343,1.05e-22,5.290000000000001e-21,AC015849.5,3.761848336,ENSG00000270977
ENSG00000167964.13,323.095296,3.046334519,0.318983983,1.07e-22,5.3800000000000005e-21,RAB26,3.046334519,ENSG00000167964
ENSG00000143321.19,17357.03081,1.167243226,0.120277877,1.4100000000000001e-22,7.010000000000001e-21,HDGF,1.167243226,ENSG00000143321
ENSG00000122565.19,10991.67583,1.022803776,0.104985791,1.6400000000000001e-22,8.13e-21,CBX3,1.022803776,ENSG00000122565
ENSG00000144485.11,402.0943593,3.166142047,0.333260712,1.6400000000000001e-22,8.150000000000001e-21,HES6,3.166142047,ENSG00000144485
ENSG00000138346.15,385.568586,1.813048751,0.189467028,1.68e-22,8.290000000000001e-21,DNA2,1.813048751,ENSG00000138346
ENSG00000182134.16,1090.073359,1.083319421,0.112437802,2.18e-22,1.07e-20,TDRKH,1.083319421,ENSG00000182134
ENSG00000093009.11,332.9588581,2.728480935,0.287721848,2.42e-22,1.19e-20,CDC45,2.728480935,ENSG00000093009
ENSG00000179603.18,32.94149704,3.505283748,0.370216677,2.6e-22,1.27e-20,GRM8,3.505283748,ENSG00000179603
ENSG00000171848.16,1841.176581,3.116124415,0.329632165,2.68e-22,1.3e-20,RRM2,3.116124415,ENSG00000171848
ENSG00000125841.13,2486.572852,1.170642394,0.121858832,2.92e-22,1.42e-20,NRSN2,1.170642394,ENSG00000125841
ENSG00000136492.9,588.3557636,2.708630164,0.286542873,3.25e-22,1.57e-20,BRIP1,2.708630164,ENSG00000136492
ENSG00000135119.15,223.3321233,1.774492558,0.18676291,3.53e-22,1.7e-20,RNFT2,1.774492558,ENSG00000135119
ENSG00000204052.4,109.7891524,2.28848936,0.241894173,3.58e-22,1.72e-20,LRRC73,2.28848936,ENSG00000204052
ENSG00000167553.16,2660.962037,1.332371454,0.139125377,3.92e-22,1.87e-20,TUBA1C,1.332371454,ENSG00000167553
ENSG00000157613.11,3609.543955,2.778711016,0.294984614,4.9e-22,2.33e-20,CREB3L1,2.778711016,ENSG00000157613
ENSG00000173894.11,989.8573659,2.95284106,0.314330824,4.97e-22,2.35e-20,CBX2,2.95284106,ENSG00000173894
ENSG00000068489.13,943.4039256,2.85970319,0.304796343,5.69e-22,2.69e-20,PRR11,2.85970319,ENSG00000068489
ENSG00000117139.18,9471.103456,1.380846598,0.145137754,6.58e-22,3.09e-20,KDM5B,1.380846598,ENSG00000117139
ENSG00000184661.14,260.4675226,2.510341507,0.268681979,9.79e-22,4.57e-20,CDCA2,2.510341507,ENSG00000184661
ENSG00000196890.4,107.9149418,3.470546099,0.372952167,1.02e-21,4.74e-20,H2BU1,3.470546099,ENSG00000196890
ENSG00000138829.12,414.5280924,3.194671735,0.343241647,1.07e-21,4.96e-20,FBN2,3.194671735,ENSG00000138829
ENSG00000145911.6,1474.142608,2.073287894,0.221220941,1.1100000000000001e-21,5.13e-20,N4BP3,2.073287894,ENSG00000145911
ENSG00000203711.14,59.14411937,2.785876971,0.299003599,1.18e-21,5.43e-20,C6orf99,2.785876971,ENSG00000203711
ENSG00000101441.4,99.54648369,9.183772178,0.877235563,1.19e-21,5.48e-20,CST4,9.183772178,ENSG00000101441
ENSG00000162004.18,240.4082996,3.560568701,0.383549448,1.21e-21,5.55e-20,CCDC78,3.560568701,ENSG00000162004
ENSG00000149380.12,408.7424273,2.723925568,0.292755271,1.2600000000000002e-21,5.77e-20,P4HA3,2.723925568,ENSG00000149380
ENSG00000163382.12,4838.750528,1.22298033,0.129609121,1.2600000000000002e-21,5.78e-20,NAXE,1.22298033,ENSG00000163382
ENSG00000164885.13,759.9659263,1.292192117,0.137246864,1.2800000000000001e-21,5.87e-20,CDK5,1.292192117,ENSG00000164885
ENSG00000256612.7,7573.471585,5.193549859,0.561168172,1.3e-21,5.95e-20,CYP2B7P,5.193549859,ENSG00000256612
ENSG00000181444.13,903.0050296,1.857855462,0.198673829,1.43e-21,6.51e-20,ZNF467,1.857855462,ENSG00000181444
ENSG00000145050.19,2656.774497,1.035847111,0.109840558,1.4700000000000001e-21,6.67e-20,MANF,1.035847111,ENSG00000145050
ENSG00000205592.15,333.5429522,7.282902235,0.63395068,1.8300000000000003e-21,8.26e-20,MUC19,7.282902235,ENSG00000205592
ENSG00000184937.16,149.4197064,5.213023596,0.566785001,2.2500000000000002e-21,1.01e-19,WT1,5.213023596,ENSG00000184937
ENSG00000139734.19,338.6086398,2.08791566,0.22498722,2.35e-21,1.06e-19,DIAPH3,2.08791566,ENSG00000139734
ENSG00000100162.15,230.7294501,2.295860256,0.247902885,2.42e-21,1.09e-19,CENPM,2.295860256,ENSG00000100162
ENSG00000132677.13,33.64704894,4.000280899,0.319181401,2.5200000000000004e-21,1.13e-19,RHBG,4.000280899,ENSG00000132677
ENSG00000183971.10,65.38122949,5.081027654,0.553227324,2.61e-21,1.17e-19,NPW,5.081027654,ENSG00000183971
ENSG00000270882.2,25.62348868,3.092099451,0.334883465,2.9100000000000002e-21,1.3e-19,H4C14,3.092099451,ENSG00000270882
ENSG00000100362.13,615.4385165,5.824175511,0.635867914,2.9300000000000004e-21,1.31e-19,PVALB,5.824175511,ENSG00000100362
ENSG00000188624.3,32.67030545,6.211549416,0.672129718,3.0500000000000004e-21,1.36e-19,IGFL3,6.211549416,ENSG00000188624
ENSG00000149679.11,834.4081311,1.363077446,0.146287593,3.14e-21,1.39e-19,CABLES2,1.363077446,ENSG00000149679
ENSG00000196132.14,123.4639372,4.611052422,0.503761915,3.17e-21,1.4e-19,MYT1,4.611052422,ENSG00000196132
ENSG00000117632.23,7574.199323,1.853648581,0.200116853,3.3700000000000004e-21,1.49e-19,STMN1,1.853648581,ENSG00000117632
ENSG00000035499.13,191.3459998,2.672732594,0.290421953,3.4200000000000005e-21,1.5e-19,DEPDC1B,2.672732594,ENSG00000035499
ENSG00000132031.13,954.4398398,3.201564393,0.348710582,3.5500000000000005e-21,1.55e-19,MATN3,3.201564393,ENSG00000132031
ENSG00000008735.14,1150.498768,2.928054432,0.318537659,3.56e-21,1.56e-19,MAPK8IP2,2.928054432,ENSG00000008735
ENSG00000149554.13,608.6021896,1.743830892,0.18814676,3.75e-21,1.63e-19,CHEK1,1.743830892,ENSG00000149554
ENSG00000164934.14,2830.691555,1.146024581,0.123485237,3.77e-21,1.64e-19,DCAF13,1.146024581,ENSG00000164934
ENSG00000138795.10,1352.752825,2.796813169,0.30446469,4.19e-21,1.82e-19,LEF1,2.796813169,ENSG00000138795
ENSG00000072864.16,1611.014066,1.073246669,0.114923997,4.28e-21,1.85e-19,NDE1,1.073246669,ENSG00000072864
ENSG00000140534.14,315.834298,2.050948485,0.22254977,4.480000000000001e-21,1.94e-19,TICRR,2.050948485,ENSG00000140534
ENSG00000167513.9,625.0530652,2.622101487,0.285941774,4.6300000000000004e-21,2e-19,CDT1,2.622101487,ENSG00000167513
ENSG00000258227.7,140.9912002,2.650969962,0.289322912,5.100000000000001e-21,2.2e-19,CLEC5A,2.650969962,ENSG00000258227
ENSG00000104738.18,5036.880357,1.55636699,0.168223896,5.3700000000000006e-21,2.31e-19,MCM4,1.55636699,ENSG00000104738
ENSG00000101463.6,327.5263166,3.246535323,0.355679038,5.5100000000000004e-21,2.37e-19,SYNDIG1,3.246535323,ENSG00000101463
ENSG00000128564.7,17.36952223,4.502392295,0.494512577,5.53e-21,2.38e-19,VGF,4.502392295,ENSG00000128564
ENSG00000189159.16,4471.183392,2.11023761,0.230025445,5.6200000000000006e-21,2.41e-19,JPT1,2.11023761,ENSG00000189159
ENSG00000166578.10,149.9146715,1.532392876,0.16612264,6.3200000000000005e-21,2.69e-19,IQCD,1.532392876,ENSG00000166578
ENSG00000137573.14,12356.82593,2.180325033,0.236908223,6.46e-21,2.75e-19,SULF1,2.180325033,ENSG00000137573
ENSG00000179918.19,6180.138391,1.220840529,0.130748017,6.910000000000001e-21,2.93e-19,SEPHS2,1.220840529,ENSG00000179918
ENSG00000065911.13,3208.997175,1.486699521,0.161743615,8.100000000000001e-21,3.42e-19,MTHFD2,1.486699521,ENSG00000065911
ENSG00000119714.11,523.6797881,2.06760672,0.22633863,8.670000000000001e-21,3.65e-19,GPR68,2.06760672,ENSG00000119714
ENSG00000183161.6,1268.901687,1.263462616,0.136993938,9.030000000000001e-21,3.78e-19,FANCF,1.263462616,ENSG00000183161
ENSG00000250244.5,6.365492324,5.913976218,0.74606712,1e-20,4.19e-19,AC010307.4,5.913976218,ENSG00000250244
ENSG00000019505.8,1656.523391,4.697938137,0.520168325,1.05e-20,4.4e-19,SYT13,4.697938137,ENSG00000019505
ENSG00000284753.2,191.4668825,1.919655532,0.21058252,1.2e-20,5e-19,EEF1AKMT4,1.919655532,ENSG00000284753
ENSG00000137135.18,217.1066195,2.030689881,0.223232706,1.22e-20,5.08e-19,ARHGEF39,2.030689881,ENSG00000137135
ENSG00000167749.11,127.4593069,3.437469712,0.380624221,1.27e-20,5.26e-19,KLK4,3.437469712,ENSG00000167749
ENSG00000140937.14,6895.206369,2.18814572,0.24027831,1.27e-20,5.26e-19,CDH11,2.18814572,ENSG00000140937
ENSG00000183145.9,102.2234592,3.080734343,0.340468187,1.32e-20,5.43e-19,RIPPLY3,3.080734343,ENSG00000183145
ENSG00000143412.10,1797.624879,2.146770424,0.236756023,1.51e-20,6.21e-19,ANXA9,2.146770424,ENSG00000143412
ENSG00000160949.17,744.2262481,1.927583303,0.212136627,1.57e-20,6.46e-19,TONSL,1.927583303,ENSG00000160949
ENSG00000197472.15,37.60101088,2.642047699,0.291445028,1.63e-20,6.69e-19,ZNF695,2.642047699,ENSG00000197472
ENSG00000180044.5,155.0692186,2.231230541,0.246868757,1.83e-20,7.46e-19,C3orf80,2.231230541,ENSG00000180044
ENSG00000259345.7,75.82317434,3.377812294,0.375507697,1.85e-20,7.54e-19,AC013652.1,3.377812294,ENSG00000259345
ENSG00000076554.15,8222.184872,1.798474978,0.197745426,1.85e-20,7.54e-19,TPD52,1.798474978,ENSG00000076554
ENSG00000085999.13,160.3320645,2.237481722,0.247545258,1.88e-20,7.62e-19,RAD54L,2.237481722,ENSG00000085999
ENSG00000135052.16,12631.60615,1.833156675,0.202350813,1.9e-20,7.71e-19,GOLM1,1.833156675,ENSG00000135052
ENSG00000249001.5,13.23598665,5.686164796,0.651053049,1.95e-20,7.87e-19,AC093895.1,5.686164796,ENSG00000249001
ENSG00000143742.14,11042.1367,1.084449494,0.117321931,2.01e-20,8.11e-19,SRP9,1.084449494,ENSG00000143742
ENSG00000102172.16,5155.879012,1.183929668,0.12938244,2.13e-20,8.58e-19,SMS,1.183929668,ENSG00000102172
ENSG00000187608.10,5469.153679,3.750884834,0.418814777,2.22e-20,8.92e-19,ISG15,3.750884834,ENSG00000187608
ENSG00000130635.16,22243.29145,2.31461704,0.255682423,2.29e-20,9.2e-19,COL5A1,2.31461704,ENSG00000130635
ENSG00000139352.4,159.7669723,7.149803126,0.797527903,2.33e-20,9.37e-19,ASCL1,7.149803126,ENSG00000139352
ENSG00000256663.1,34.54567416,3.24863977,0.361671372,2.37e-20,9.48e-19,AC112777.1,3.24863977,ENSG00000256663
ENSG00000143418.20,7144.981579,1.362512443,0.148939328,2.43e-20,9.71e-19,CERS2,1.362512443,ENSG00000143418
ENSG00000104524.14,1210.628328,1.766623978,0.194919808,2.47e-20,9.88e-19,PYCR3,1.766623978,ENSG00000104524
ENSG00000148773.14,3205.823285,2.813808749,0.312896295,2.54e-20,1.01e-18,MKI67,2.813808749,ENSG00000148773
ENSG00000149636.16,1174.540122,1.104264704,0.120771984,2.53e-20,1.01e-18,DSN1,1.104264704,ENSG00000149636
ENSG00000163888.4,56.86827601,2.758368799,0.307380178,2.85e-20,1.13e-18,CAMK2N2,2.758368799,ENSG00000163888
ENSG00000143799.14,12875.01375,1.232552048,0.134612241,3.01e-20,1.19e-18,PARP1,1.232552048,ENSG00000143799
ENSG00000269416.6,56.34509769,4.434443998,0.497276227,3.08e-20,1.21e-18,LINC01224,4.434443998,ENSG00000269416
ENSG00000179958.10,1753.74041,1.178546031,0.129520878,3.26e-20,1.28e-18,DCTPP1,1.178546031,ENSG00000179958
ENSG00000160401.15,131.3461127,1.339230632,0.147768202,3.33e-20,1.31e-18,CFAP157,1.339230632,ENSG00000160401
ENSG00000119547.6,135.6453016,3.598788532,0.403375559,3.47e-20,1.36e-18,ONECUT2,3.598788532,ENSG00000119547
ENSG00000157227.13,20469.94457,1.66496751,0.184344892,3.48e-20,1.36e-18,MMP14,1.66496751,ENSG00000157227
ENSG00000244649.5,19.38133531,4.110708063,0.459847002,3.97e-20,1.55e-18,LINC02086,4.110708063,ENSG00000244649
ENSG00000163507.14,461.6545999,1.8958838,0.210874624,3.99e-20,1.56e-18,CIP2A,1.8958838,ENSG00000163507
ENSG00000092820.18,17614.54134,1.456991152,0.16075568,4.32e-20,1.68e-18,EZR,1.456991152,ENSG00000092820
ENSG00000164047.6,41.07491447,4.066087452,0.458358351,4.43e-20,1.71e-18,CAMP,4.066087452,ENSG00000164047
ENSG00000106367.15,2184.955305,1.24896255,0.137215581,4.44e-20,1.72e-18,AP1S1,1.24896255,ENSG00000106367
ENSG00000049283.18,2082.726268,2.980469382,0.334828982,4.72e-20,1.82e-18,EPN3,2.980469382,ENSG00000049283
ENSG00000137142.5,131.1889546,3.04489544,0.342939226,5.53e-20,2.12e-18,IGFBPL1,3.04489544,ENSG00000137142
ENSG00000136026.14,7272.648515,1.196568659,0.131784173,5.83e-20,2.23e-18,CKAP4,1.196568659,ENSG00000136026
ENSG00000125898.13,1376.774487,1.588111832,0.177052505,6.17e-20,2.35e-18,FAM110A,1.588111832,ENSG00000125898
ENSG00000094975.14,5437.639985,1.082183313,0.119524632,6.15e-20,2.35e-18,SUCO,1.082183313,ENSG00000094975
ENSG00000160446.19,1622.71529,1.480047883,0.165542145,8.25e-20,3.13e-18,ZDHHC12,1.480047883,ENSG00000160446
ENSG00000168101.14,1559.211524,1.384725783,0.154258207,9.65e-20,3.63e-18,NUDT16L1,1.384725783,ENSG00000168101
ENSG00000172757.13,29118.15138,1.141575872,0.126689708,1.11e-19,4.16e-18,CFL1,1.141575872,ENSG00000172757
ENSG00000143368.10,5579.306063,1.115028184,0.123810211,1.12e-19,4.19e-18,SF3B4,1.115028184,ENSG00000143368
ENSG00000167130.18,1221.577712,1.071362128,0.119267618,1.12e-19,4.19e-18,DOLPP1,1.071362128,ENSG00000167130
ENSG00000133110.15,48539.63627,2.437964309,0.276250023,1.18e-19,4.41e-18,POSTN,2.437964309,ENSG00000133110
ENSG00000237442.3,90.71052133,7.129246002,0.812753957,1.25e-19,4.65e-18,HNRNPA1P57,7.129246002,ENSG00000237442
ENSG00000197451.12,6814.28897,1.140534394,0.127015849,1.27e-19,4.72e-18,HNRNPAB,1.140534394,ENSG00000197451
ENSG00000204677.13,76.69856493,3.016113474,0.343209341,1.34e-19,4.96e-18,FAM153CP,3.016113474,ENSG00000204677
ENSG00000254389.3,197.6255374,1.816599134,0.204963796,1.34e-19,4.96e-18,RHPN1-AS1,1.816599134,ENSG00000254389
ENSG00000214530.9,11028.38568,2.525031803,0.287177858,1.35e-19,5e-18,STARD10,2.525031803,ENSG00000214530
ENSG00000198554.12,790.2170763,1.444326768,0.162558396,1.45e-19,5.34e-18,WDHD1,1.444326768,ENSG00000198554
